SIREN,NIC,ENSEIGNE
838491975,10,
838492734,10,TECH INNOVE
838492882,17,
838493591,13,
838493922,10,
838495133,12,
838495208,12,
838496115,18,ES...SENS...CIEL
838496289,11,
838496362,16,
838496370,19,
838496453,13,
838496545,16,
838496610,18,
838496628,10,
838496719,17,
838496727,10,
838496800,15,
838496842,17,
838496883,11,
838496891,14,
838496925,10,
838496974,18,
838497048,10,
838497055,15,
838497089,14,MASWEETBOX
838497113,12,
838497188,14,CREA'SOLS
838497196,17,LES MENUISERIES DE LAURIAN
838497238,17,
838497386,14,
838497469,18,
838497485,14,
838497501,18,
838497543,10,
838497576,10,
838497584,14,
838497592,17,
838497626,13,
838497675,10,
838497733,17,AGROBIO PLANTS
838497766,17,
838497790,17,
838497857,14,
838497899,16,
838497923,14,
838497949,19,
838498012,15,
838498020,18,
838498046,13,
838498061,12,
838498079,14,
838498111,15,LA PETITE CORDONNERIE
838498178,14,
838498202,12,
838498269,11,
838498459,18,
838498483,18,
838498517,13,
838498525,16,
838498541,13,
838498574,14,
838498665,10,
838498715,13,
838498723,17,
838498749,12,
838498897,19,
838498939,19,
838498954,18,
838498988,16,
838498996,19,
838499010,18,
838499028,10,
838499036,13,
838499101,15,
838499242,17,
838499424,11,
838499432,14,
838499499,13,
838499564,14,
838499713,17,
838499739,12,
838499770,17,
838499846,15,
838499879,16,
838499911,17,
838499937,12,
838499952,11,
838499978,16,
838499986,19,LES DELICES DU CHIEN
838500007,11,
838500056,18,
838500064,12,
838500106,11,
838500155,18,
838500197,10,
838500213,15,
838500262,12,
838500270,15,
838500296,10,
838500460,12,
838500536,19,
838500577,13,
838500593,10,
838500643,13,
838500668,10,
838500973,14,
838500999,19,
838501013,18,
838501039,13,
838501047,16,GERALDINETTE
838501112,18,
838501195,13,
838501260,15,
838501286,10,
838501369,14,
838501377,17,
838501393,14,
838501443,17,
838501476,17,
838501518,16,
838501609,13,
838501666,13,
838501708,13,MELIA
838501732,13,
838501757,10,
838501898,12,
838501922,10,
838501955,10,SEN FITNESS
838501989,19,CPDS 77
838502037,16,
838502086,13,
838502136,16,
838502144,10,
838502169,17,
838502201,18,
838502284,14,
838502300,18,
838502326,13,
838502391,17,
838502409,17,
838502433,17,
838502441,10,
838502466,17,
838502516,19,
838502524,13,
838502540,19,
838502557,13,
838502672,10,
838502789,12,
838502821,13,RENOVATIONS BATIMENTS 3M
838502839,15,
838502854,14,MONTABLEAUMAGNET.COM
838502888,12,
838502987,12,
838503019,13,
838503027,16,
838503035,19,
838503068,10,
838503100,11,
838503209,10,SOL E LUNA
838503274,14,
838503308,10,
838503332,10,
838503381,17,
838503399,19,GUILLAUME DESSAUNY
838503415,13,
838503464,11,
838503480,17,
838503506,19,
838503589,15,
838503605,19,
838503647,11,
838503704,10,
838503712,13,
838503738,18,
838503787,15,
838503886,15,
838503894,19,
838503902,10,
838503910,13,
838503977,12,DENIS LA MOULE
838504025,19,
838504066,13,
838504231,13,EURL AT
838504389,19,
838504397,12,
838504421,10,
838504439,12,
838504439,12,
838504447,15,
838504488,19,
838504520,19,
838504561,13,
838504611,16,
838504652,10,
838504769,12,
838504819,15,
838504975,15,
838504991,12,
838504991,12,
838505063,19,
838505113,12,
838505162,19,
838505303,19,
838505345,10,LOVE TO LOVE
838505352,16,
838505451,16,
838505469,18,
838505477,11,
838505501,18,
838505550,15,
838505584,14,
838505659,14,
838505667,17,
838505766,17,
838505808,17,
838505816,10,
838505857,14,
838505907,17,
838505956,14,
838506053,19,
838506095,10,
838506145,13,
838506178,14,
838506210,15,
838506285,17,
838506293,11,CENTRE CANIN LA FAYE
838506384,26,
838506426,17,
838506483,18,
838506517,13,
838506558,17,LA RDJ
838506616,13,
838506764,11,
838506780,17,
838506855,17,20-100 ENTREPRISE
838506905,10,
838506988,16,
838507002,15,
838507036,13,BI READY
838507085,10,
838507093,14,
838507192,14,
838507218,17,
838507226,10,
838507267,14,
838507291,14,
838507333,14,
838507358,11,
838507382,11,AQUARELLE
838507390,14,LES POUPEES RUSSES
838507408,14,
838507416,17,
838507457,11,
838507481,11,
838507515,16,
838507580,10,
838507598,12,
838507648,15,
838507689,19,
838507713,17,
838507721,10,
838507788,19,
838507796,12,
838507812,17,
838507812,17,
838507846,15,
838507861,14,
838507929,19,
838507937,12,
838507960,14,
838507986,19,
838507994,13,
838508026,13,
838508117,10,
838508133,17,
838508158,14,
838508174,11,
838508232,17,
838508273,11,
838508349,19,
838508364,18,
838508414,11,
838508430,17,
838508497,16,
838508513,10,
838508588,12,
838508596,15,
838508638,15,
838508661,17,
838508687,12,BERGERAC DECLIC PHOTO
838508703,17,
838508737,15,
838508794,16,
838508802,17,
838508869,16,
838508893,16,
838508901,17,
838508950,14,
838508968,16,
838508992,16,
838509008,10,
838509057,17,
838509073,14,
838509107,10,
838509115,13,
838509123,17,PEINTURES PIECES AUTOS
838509156,17,
838509164,11,
838509172,14,
838509214,14,
838509222,17,
838509230,10,
838509255,17,
838509263,11,
838509321,17,
838509339,19,GAEC DU VIEUX CHENE
838509347,12,
838509354,18,
838509362,11,
838509388,16,
838509529,15,
838509545,11,
838509560,10,
838509578,12,
838509636,18,TAXI LAETITIA
838509651,17,
838509669,19,
838509685,15,
838509735,18,
838509776,12,REST'OTENTIK
838509800,10,
838509826,15,
838509859,16,
838509883,16,
838509891,19,BULLE D'EVEIL
838509925,15,
838509941,12,
838510006,11,
838510014,15,
838510063,12,
838510071,15,M ETRE BELLE
838510105,11,
838510113,15,
838510139,10,
838510147,13,
838510154,19,
838510188,17,
838510204,12,
838510212,15,
838510246,13,
838510261,12,
838510279,14,JS CONSULTING
838510287,17,
838510295,10,
838510352,19,
838510378,14,
838510394,11,
838510402,12,
838510436,10,
838510444,14,
838510451,19,
838510477,14,
838510485,17,
838510493,11,
838510501,11,
838510519,13,
838510527,16,
838510535,19,
838510543,13,
838510550,18,
838510568,10,
838510576,13,
838510584,17,
838510592,10,
838510600,11,
838510618,13,
838510642,13,
838510667,10,
838510683,17,
838510774,14,
838510790,10,
838510808,10,
838510816,13,
838510824,17,
838510832,10,
838510865,10,
838510873,14,
838510881,17,
838510899,19,
838510907,10,
838510931,10,
838510956,17,
838510964,11,
838510972,14,
838510980,17,
838510998,19,
838511012,18,
838511020,11,
838511053,12,
838511061,15,
838511079,17,
838511087,10,
838511095,13,
838511111,18,
838511137,13,
838511152,12,
838511202,15,
838511210,18,
838511236,13,
838511244,17,LA VIE CLAIRE
838511251,12,
838511285,10,
838511293,14,L'ART DE LOUIS
838511301,15,
838511335,13,
838511343,17,
838511368,14,
838511376,17,
838511384,11,
838511418,17,
838511434,14,
838511442,17,
838511467,14,
838511475,17,
838511483,11,
838511491,14,
838511509,13,
838511517,16,
838511525,19,
838511541,16,
838511558,10,
838511566,13,
838511574,17,
838511590,13,
838511608,13,
838511632,13,
838511640,16,
838511699,12,PAPILLA
838511707,13,
838511723,10,
838511764,14,
838511772,17,
838511814,17,TERRE PAYSAGE
838511830,13,
838511871,17,
838511897,12,
838511947,15,
838511988,19,
838512010,11,
838512044,10,
838512085,13,
838512093,17,
838512200,18,DE SALVIGNOL
838512218,10,
838512234,17,
838512267,17,
838512291,17,
838512309,17,
838512317,10,
838512325,13,
838512341,10,
838512358,14,
838512390,17,
838512416,10,
838512465,17,
838512499,16,
838512523,13,
838512549,18,
838512556,13,
838512622,13,
838512648,18,
838512655,13,
838512705,16,
838512754,14,
838512770,10,
838512804,17,
838512838,15,RAPIDCONV'NU
838512853,14,
838512879,19,
838512903,17,
838512911,10,
838512960,17,
838512978,19,
838513000,11,
838513117,13,
838513265,10,
838513273,14,
838513323,17,
838513372,14,
838513398,19,
838513455,17,
838513471,14,
838513596,18,
838513653,17,
838513679,12,
838513695,18,
838513711,13,
838513760,10,
838513828,15,FERRADJI
838513877,12,
838513893,19,
838513901,10,
838513992,19,
838514016,16,VERANDIUM
838514032,13,
838514065,13,
838514115,16,
838514123,10,OF BLUE TRACK
838514131,13,
838514149,15,
838514164,14,
838514206,13,
838514255,10,
838514305,13,
838514313,17,
838514321,10,
838514354,11,
838514362,14,
838514396,12,
838514412,17,
838514446,15,
838514453,11,
838514461,14,
838514479,16,
838514487,19,
838514503,13,
838514511,16,
838514537,11,
838514545,14,
838514552,10,
838514560,13,
838514610,16,
838514651,10,
838514669,12,
838514677,15,
838514685,18,ADN
838514693,12,
838514719,15,
838514750,10,
838514784,19,
838514792,12,
838514818,15,
838514826,18,
838514842,15,
838514859,19,
838514917,15,
838514933,12,
838514966,12,
838515005,18,
838515088,14,
838515096,17,
838515104,19,
838515112,12,
838515120,15,
838515138,17,CHRIS'INOX
838515146,10,
838515161,19,
838515179,11,
838515187,14,CC-INVEST
838515203,19,
838515237,17,
838515252,16,
838515286,14,AVEC AMOUR ROTISSERIE
838515310,12,
838515336,17,
838515369,18,
838515385,14,
838515401,19,
838515443,11,
838515484,15,
838515492,18,
838515559,14,
838515575,10,
838515583,14,LE ROUX ET ROLLAND
838515591,17,
838515609,17,
838515633,17,
838515658,14,
838515666,17,
838515674,11,
838515682,14,
838515690,17,
838515708,17,
838515724,14,
838515740,10,
838515765,17,LES TRESORS DE SAVOIE
838515773,11,
838515799,16,
838515823,14,
838515864,18,
838515872,11,
838515880,14,
838515898,16,
838515930,17,
838515963,18,
838515989,13,
838515997,16,
838516011,15,
838516029,17,
838516037,10,
838516045,13,LA MARINA
838516052,19,
838516060,12,
838516086,17,
838516102,12,
838516110,15,
838516128,17,
838516144,14,
838516169,11,
838516185,17,
838516193,11,
838516201,12,
838516227,17,
838516243,14,
838516250,19,
838516268,11,LA PYROGUE
838516276,14,
838516284,18,
838516292,11,
838516300,12,
838516334,11,
838516342,14,
838516367,11,
838516391,11,
838516425,17,LE POTAGER DE NORAS
838516433,11,PIERKA
838516466,11,
838516482,18,AUT'OCCAZ 71
838516490,11,
838516508,10,
838516516,13,
838516581,17,
838516599,19,
838516607,10,
838516615,13,
838516631,10,
838516656,17,AERO CSD
838516664,11,LE MITOUARD MACONNERIE
838516680,17,
838516698,19,
838516706,10,
838516722,17,
838516771,14,
838516797,19,
838516847,12,
838516854,18,
838516912,14,
838516920,17,
838516946,12,
838516961,11,
838516979,13,
838517027,10,
838517035,13,
838517043,17,
838517050,12,
838517068,14,
838517076,17,
838517092,14,
838517100,15,
838517126,10,
838517134,14,
838517159,11,
838517175,17,
838517191,14,
838517209,14,
838517225,10,
838517241,17,
838517258,11,
838517274,18,PANIER SYMPA
838517282,11,
838517290,14,
838517290,22,
838517308,14,
838517316,17,
838517332,14,
838517365,14,
838517407,14,
838517415,17,
838517431,14,
838517456,11,
838517464,15,
838517472,18,"INU, L'ESPRIT CANIN"
838517506,13,
838517530,13,L'INSTANT PRESENT
838517548,15,
838517555,10,
838517589,19,
838517597,12,
838517605,13,
838517621,10,
838517639,12,
838517647,15,BOUCHE SALEICH
838517654,11,
838517670,17,
838517688,19,
838517696,12,
838517720,10,
838517753,11,
838517787,19,
838517795,12,
838517803,14,
838517829,19,
838517837,12,
838517860,14,
838517878,16,
838517886,19,
838517894,13,
838517902,14,
838517910,17,
838517936,12,
838517944,16,
838517969,13,
838517993,13,
838518009,17,
838518017,10,
838518033,17,
838518041,10,
838518058,14,
838518090,17,
838518108,17,
838518116,10,KOKLOMA DOLLS
838518124,14,
838518132,17,
838518165,17,
838518173,11,
838518199,16,
838518207,17,CARREFOUR CITY
838518215,10,
838518231,17,
838518249,19,
838518264,18,
838518298,16,
838518306,17,
838518314,11,
838518322,14,
838518348,19,
838518363,18,
838518371,11,
838518397,16,
838518421,14,
838518439,16,
838518447,19,REPAIR CONCEPT
838518462,18,
838518470,11,
838518488,13,
838518496,16,
838518504,17,
838518538,15,
838518546,18,
838518561,17,
838518587,12,
838518637,15,
838518652,14,
838518660,17,
838518686,12,I.F.C.E.
838518694,16,
838518702,17,
838518710,10,CASA CONSTRUCTEUR
838518728,12,
838518736,15,
838518744,19,
838518769,16,
838518793,16,
838518819,19,
838518843,19,VAN LOVERS
838518850,14,
838518868,16,
838518892,16,
838518926,12,
838518942,19,
838518959,13,
838518975,19,
838518983,13,
838518991,16,
838519023,17,
838519031,10,
838519049,12,
838519056,17,
838519064,11,
838519072,14,
838519080,17,
838519106,10,A LA BONNE GACHE
838519130,10,
838519148,12,
838519171,14,
838519221,17,
838519239,19,
838519247,12,
838519288,16,
838519296,19,LOCATION GITES & CHAMBRE D'HOTE
838519312,14,
838519320,17,
838519353,18,
838519361,11,
838519379,13,
838519395,19,
838519403,11,
838519429,16,
838519452,18,
838519486,16,
838519494,10,
838519502,10,
838519528,15,
838519569,19,
838519593,19,LA TRUIE QUI DOUTE
838519619,12,
838519627,15,
838519643,12,
838519692,19,
838519700,10,
838519718,12,
838519726,15,
838519734,19,
838519742,12,
838520179,14,
838520187,17,
838520195,10,ORIENT 69
838520203,12,
838520211,15,
838520229,17,
838520237,10,
838520245,13,
838520252,19,
838520260,12,
838520278,14,
838520286,17,
838520294,11,
838520310,15,
838520328,17,
838520336,10,
838520344,14,
838520351,19,
838520369,11,
838520377,14,
838520385,17,CAKAR PLATRERIE ISOLATION
838520393,11,
838520401,12,
838520419,14,
838520427,17,
838520435,10,
838520443,14,
838520450,19,
838520476,14,
838520484,18,
838520492,11,
838520500,11,
838520518,13,
838520526,16,
838520534,10,
838520583,17,
838520617,13,
838520625,16,
838520633,10,
838520666,10,
838520674,14,
838520690,10,
838520708,10,
838520716,13,
838520724,17,
838520740,13,SAMYE ET EYWA
838520765,10,
838520773,14,
838520781,17,
838520799,19,
838520815,13,
838520823,17,
838520831,10,
838520880,17,
838520898,19,
838520906,10,
838520914,14,
838520922,17,MO'S CREATIONS
838520930,10,
838520948,12,
838520971,14,
838520989,16,
838521003,15,
838521037,13,
838521045,16,
838521060,15,
838521078,17,
838521128,10,
838521144,17,
838521169,14,
838521177,17,
838521185,10,
838521193,14,
838521201,15,
838521227,10,
838521235,13,
838521243,17,
838521268,14,
838521276,17,
838521284,11,
838521292,14,HELLIA PHOTOGRAPHIE
838521300,15,
838521318,17,
838521326,10,INFLUENCES REVEUSES
838521334,14,
838521342,17,
838521367,14,
838521375,17,
838521383,11,
838521391,14,
838521409,14,
838521425,10,
838521433,14,
838521458,11,
838521466,14,MENUISERIE MAUZEENE
838521474,18,
838521482,11,
838521490,14,
838521508,13,
838521516,16,
838521524,10,
838521532,13,
838521540,16,
838521557,10,
838521565,13,
838521573,17,
838521581,10,
838521599,12,
838521615,16,
838521631,13,
838521649,15,
838521664,14,
838521672,17,
838521706,13,
838521714,17,
838521722,10,
838521730,13,
838521748,15,
838521755,10,
838521763,14,
838521771,17,
838521789,19,
838521797,12,
838521805,13,
838521813,17,
838521821,10,
838521839,12,
838521847,15,
838521854,11,
838521862,14,
838521870,17,
838521888,19,
838521896,12,
838521912,17,
838521938,12,
838521953,11,
838521979,16,
838521987,19,
838522019,10,
838522027,13,
838522050,15,
838522068,17,
838522076,10,
838522084,14,
838522092,17,
838522100,18,
838522118,10,
838522126,13,
838522134,17,
838522142,10,
838522167,17,
838522175,10,
838522183,14,
838522191,17,
838522209,17,
838522217,10,
838522225,13,
838522233,17,
838522241,10,
838522258,14,
838522266,17,
838522274,11,
838522282,14,
838522290,17,
838522308,17,
838522316,10,
838522324,14,
838522332,17,
838522340,10,
838522357,14,
838522365,17,
838522373,11,
838522415,10,
838522423,14,
838522449,19,
838522456,14,
838522498,16,
838522506,16,
838522514,10,
838522522,13,
838522530,16,
838522548,18,
838522555,13,
838522563,17,
838522571,10,
838522589,12,
838522597,15,
838522605,16,
838522613,10,L'HYDRE AUX MILLES TETES
838522621,13,DRIVING PLEASURE AUTO
838522639,15,NUT'S CREPERIE
838522647,18,
838522654,14,
838522662,17,
838522670,10,
838522688,12,
838522696,15,
838522712,10,
838522738,15,
838522746,18,
838522753,14,
838522787,12,
838522803,17,
838522829,12,
838522837,15,
838522886,12,
838522894,16,
838522902,17,
838522910,10,
838522951,14,
838522985,12,
838522993,16,LA BOUTIQUE DES ORTHOPHONISTES
838523009,10,
838523009,28,CARIFEX
838523017,13,
838523025,16,
838523033,10,
838523041,13,
838523058,17,
838523066,10,
838523074,14,
838523082,17,
838523090,10,
838523108,10,
838523116,13,
838523124,17,
838523140,13,
838523157,17,
838523165,10,
838523173,14,
838523207,10,
838523215,13,
838523231,10,
838523256,17,
838523264,11,SOPHROZEN
838523272,14,
838523306,10,
838523314,14,
838523322,17,
838523330,10,
838523348,12,CELINE
838523355,17,
838523363,11,
838523371,14,
838523389,16,
838523397,19,
838523405,10,
838523413,14,
838523421,17,
838523439,19,
838523447,12,
838523454,18,
838523462,11,
838523470,14,
838523488,16,
838523496,19,ECO-BOOST
838523504,10,
838523512,13,
838523520,16,
838523538,18,
838523546,11,
838523553,17,
838523603,10,
838523637,18,
838523645,11,
838523660,10,
838523678,12,
838523694,19,
838523702,10,
838523710,13,
838523736,18,
838523744,12,
838523785,15,
838523819,12,
838523827,15,
838523843,12,
838523876,12,
838523884,16,
838523892,19,
838523900,10,
838523918,12,
838523926,15,
838523934,19,LES SHOOTINGS D'EMILIE
838523942,12,
838523959,16,
838523967,19,
838523983,16,
838523991,19,
838524007,13,
838524015,16,
838524023,10,
838524031,13,
838524049,15,
838524056,10,
838524064,14,
838524072,17,
838524080,10,
838524098,12,
838524114,17,
838524130,13,
838524163,14,
838524171,17,
838524189,19,
838524197,12,
838524213,17,
838524221,10,
838524239,12,
838524247,15,
838524254,11,
838524288,19,
838524296,12,
838524304,14,
838524320,10,
838524338,12,
838524361,14,
838524379,16,
838524387,19,
838524395,12,
838524403,14,
838524411,17,
838524429,19,
838524445,15,
838524452,11,
838524460,14,
838524478,16,DE LA GRANGE CREMADE
838524486,19,
838524494,13,
838524502,13,
838524510,16,
838524593,12,
838524619,15,BOUILLOT TRAVAUX PUBLICS
838524627,18,
838524635,11,
838524643,15,
838524650,10,
838524684,19,
838524692,12,
838524718,15,
838524726,18,
838524734,12,
838524759,19,
838524767,12,
838524775,15,
838524783,19,
838524809,12,
838524833,12,
838524841,15,
838524858,19,
838524866,12,
838524916,15,
838524924,19,
838524940,15,
838524957,19,
838524965,12,
838524973,16,
838524981,19,
838524999,11,
838525012,12,
838525020,15,
838525038,17,
838525046,10,
838525053,16,
838525061,19,
838525079,11,
838525087,14,
838525095,17,LA GRANJA DELH GOURMANDAS
838525111,12,
838525111,20,
838525145,10,
838525152,16,
838525160,19,
838525186,14,
838525194,18,
838525202,19,
838525210,12,
838525236,17,
838525251,16,
838525293,18,
838525301,19,
838525343,11,
838525350,16,
838525368,18,
838525376,11,
838525384,15,
838525392,18,
838525418,11,
838525426,14,
838525434,18,
838525442,11,
838525459,15,
838525467,18,
838525475,11,
838525491,18,
838525509,17,
838525517,10,
838525525,13,
838525541,10,
838525574,11,
838525616,10,
838525624,14,
838525632,17,
838525640,10,
838525657,14,
838525665,17,
838525673,11,
838525681,14,
838525699,16,
838525707,17,
838525715,10,
838525723,14,TS AUTO
838525731,17,
838525749,19,
838525756,14,
838525764,18,
838525772,11,
838525780,14,S.N. V.2.I
838525806,17,
838525814,11,
838525822,14,
838525848,19,
838525855,14,
838525871,11,
838525889,13,
838525921,14,
838525947,19,
838525962,18,
838525970,11,
838526010,15,
838526028,17,
838526036,10,
838526051,19,
838526085,17,
838526101,12,
838526127,17,
838526143,14,
838526150,19,
838526176,14,
838526184,18,
838526200,12,
838526200,20,SALON DE THE CROIX D'OR
838526218,14,
838526234,11,
838526242,14,
838526259,18,
838526259,26,LA PETITE TABLE DES NUITS
838526267,11,
838526275,14,
838526283,18,
838526309,11,
838526317,14,
838526325,17,
838526333,11,
838526358,18,
838526366,11,
838526374,15,
838526382,18,
838526408,11,
838526416,14,
838526424,18,
838526440,14,
838526457,18,
838526465,11,
838526473,15,COUSIER LF
838526481,18,
838526499,10,
838526507,10,
838526523,17,LE RELAIS DES PLAINES
838526531,10,
838526549,12,
838526556,17,ZAYTSEV BELOGRIVTSEVA
838526564,11,
838526580,17,
838526598,19,
838526606,10,
838526614,14,
838526622,17,
838526630,10,
838526648,12,
838526655,17,GARAGE RICHARD
838526663,11,
838526671,14,
838526689,16,
838526697,19,
838526705,10,
838526721,17,
838526739,19,
838526747,12,
838526754,18,
838526762,11,CAP VAN
838526770,14,
838526788,16,LES SAVEURS ADE'LICES
838526796,19,
838526804,11,
838526812,14,
838526820,17,
838526846,12,
838526853,18,
838526879,13,
838526887,16,
838526895,19,
838526903,11,
838526911,14,
838526945,12,
838526952,18,
838526960,11,
838526978,13,
838526986,16,
838526994,10,
838527000,15,
838527018,17,
838527034,14,
838527042,17,STEPHANIE MARCHE
838527059,11,
838527067,14,
838527075,17,
838527083,11,
838527091,14,
838527109,14,ATELIER ART CREATION
838527117,17,
838527133,14,
838527141,17,
838527174,18,
838527182,11,
838527190,14,
838527208,14,
838527216,17,TACOS VIENNOIS
838527224,11,
838527232,14,
838527240,17,
838527257,11,
838527265,14,
838527273,18,
838527281,11,
838527299,13,
838527307,14,
838527315,17,
838527323,11,DIETPLUS
838527331,14,
838527349,16,
838527356,11,
838527364,15,
838527372,18,
838527380,11,
838527398,13,AUX QUATRE SAISONS
838527406,14,
838527414,18,
838527422,11,
838527430,14,CARREFOUR EXPRESS
838527448,16,
838527455,11,
838527463,15,
838527471,18,
838527489,10,
838527497,13,
838527505,13,
838527513,17,
838527521,10,
838527539,12,
838527547,15,
838527554,11,
838527562,14,
838527570,17,
838527588,19,
838527596,12,
838527604,14,NOUVEL'R
838527612,17,
838527620,10,
838527638,12,
838527646,15,
838527653,11,
838527661,14,
838527679,16,
838527687,19,
838527695,12,
838527711,17,
838527729,19,
838527745,15,
838527752,11,
838527760,14,CLUB HIPPIQUE DE TARAVAS
838527778,16,
838527786,19,
838527794,13,
838527802,14,
838527810,17,
838527828,19,
838527836,12,
838527851,11,
838527869,13,
838527885,19,
838527927,19,
838527935,12,
838527976,16,
838527992,13,
838528008,17,
838528016,10,
838528024,14,
838528032,17,4SAUTOMOBILES.FR
838528057,14,
838528065,17,LA CUISINE DE MARIE CLAUDE
838528073,11,
838528081,14,
838528107,17,
838528115,10,
838528123,14,
838528131,17,
838528149,19,
838528156,14,
838528164,18,
838528172,11,
838528180,14,
838528198,16,
838528206,17,
838528214,11,
838528222,14,
838528230,17,
838528255,14,
838528271,11,
838528297,16,
838528305,17,
838528313,11,
838528321,14,
838528339,16,
838528347,19,
838528354,15,
838528362,18,
838528370,11,
838528388,13,
838528396,16,
838528404,18,
838528412,11,
838528420,14,
838528438,16,
838528446,19,
838528461,18,
838528487,13,
838528495,16,
838528503,17,
838528511,10,
838528529,12,
838528552,14,
838528560,17,
838528578,19,
838528586,12,
838528594,16,
838528602,17,
838528610,10,
838528628,12,
838528651,14,
838528669,16,GABY LANGE
838528677,19,
838528685,12,
838528693,16,
838528719,19,
838528743,19,
838528768,16,SMI CONSULT
838528784,13,
838528792,16,
838528800,17,
838528818,19,
838528826,12,
838528834,16,
838528842,19,
838528875,19,
838528883,13,
838528891,16,
838528909,16,
838528917,19,
838528925,12,
838528933,16,
838528941,19,
838528966,16,
838528974,10,
838529006,10,
838529014,14,
838529022,17,
838529048,12,
838529055,17,
838529063,11,
838529089,16,
838529097,19,
838529105,10,MAYE CONSULTING
838529113,14,
838529121,17,
838529147,12,
838529154,18,
838529162,11,
838529188,16,
838529212,14,
838529246,12,
838529253,18,
838529261,11,
838529279,13,
838529287,16,
838529303,11,
838529311,14,
838529337,19,
838529345,12,
838529352,18,
838529378,13,
838529386,16,
838529394,10,
838529402,11,
838529410,14,
838529436,19,
838529469,10,
838529477,13,
838529493,10,
838529519,12,
838529543,12,
838529550,17,
838529576,12,
838529592,19,
838529626,15,
838529634,19,
838529642,12,
838529667,19,
838529675,12,
838529683,16,
838529691,19,
838529717,12,
838529725,15,
838529758,16,
838529774,13,
838529790,19,
838529808,19,
838529824,16,
838529832,19,
838529865,19,
838529873,13,
838529881,16,
838529907,19,
838529915,12,
838529931,19,
838529964,10,
838529972,13,
838529980,16,
838529998,18,
838530020,18,
838530038,10,
838530053,19,
838530061,12,
838530095,10,
838530103,12,
838530111,15,
838530129,17,
838530145,13,
838530152,19,
838530178,14,
838530186,17,
838530202,12,
838530210,15,
838530236,10,
838530244,14,
838530285,17,
838530327,17,
838530335,10,
838530350,19,
838530376,14,
838530392,11,
838530426,17,
838530434,11,
838530442,14,
838530467,11,
838530517,13,
838530525,16,
838530533,10,
838530558,17,
838530574,14,
838530590,10,
838530616,13,
838530624,17,
838530632,10,
838530640,13,
838530657,17,
838530665,10,
838530699,19,
838530707,10,
838530715,13,
838530756,17,
838530764,11,
838530772,14,
838530798,19,
838530822,17,
838530848,12,
838530855,17,
838530871,14,
838530889,16,
838530897,19,
838530905,10,
838530913,14,
838530939,19,
838530962,11,
838530988,16,
838531002,15,
838531044,17,
838531051,12,
838531069,14,
838531077,17,
838531085,10,
838531101,15,
838531119,17,
838531135,13,
838531143,17,
838531150,12,
838531168,14,SPHYNX
838531176,17,
838531184,11,
838531192,14,
838531218,17,
838531226,10,
838531234,14,
838531242,17,
838531275,17,
838531283,11,
838531309,14,
838531317,17,
838531358,11,LE JEAN BART
838531366,14,
838531374,18,
838531382,11,
838531408,14,
838531499,13,
838531515,16,
838531523,10,
838531531,13,
838531549,15,
838531556,10,
838531564,14,
838531572,17,
838531580,10,
838531598,12,
838531614,17,
838531622,10,
838531648,15,
838531655,10,
838531663,14,
838531671,17,
838531689,19,
838531697,12,
838531705,13,
838531713,17,
838531739,12,
838531762,14,
838531788,19,
838531820,10,
838531838,12,
838531846,15,
838531879,16,
838531895,12,
838531903,14,
838531911,17,
838531929,19,
838531945,15,
838531952,11,
838531960,14,
838531978,16,
838531994,13,
838532026,13,
838532034,17,
838532042,10,
838532059,14,
838532067,17,GAEC LA FERME DES ILES MORICE
838532075,10,
838532091,17,
838532125,13,
838532141,10,
838532166,17,
838532174,11,
838532182,14,
838532208,17,
838532216,10,
838532224,14,
838532232,17,
838532240,10,
838532281,14,
838532299,16,
838532307,17,
838532315,10,
838532323,14,
838532356,14,
838532364,18,
838532430,17,
838532448,19,
838532463,18,
838532489,13,
838532505,16,
838532513,10,
838532539,15,
838532554,14,
838532562,17,
838532588,12,
838532620,13,
838532646,18,
838532653,14,
838532661,17,
838532679,19,
838532687,12,AISSA COIFF
838532737,15,
838532745,18,
838532752,14,
838532760,17,
838532828,12,
838532851,14,
838532869,16,
838532919,19,
838532935,15,
838532950,14,
838532976,19,
838532984,13,
838532992,16,
838533008,10,
838533016,13,
838533040,13,
838533057,17,
838533065,10,
838533073,14,
838533099,19,
838533115,13,
838533123,17,
838533156,17,
838533180,17,
838533198,19,
838533214,14,
838533222,17,
838533230,10,
838533271,14,
838533289,16,
838533305,10,
838533321,17,
838533339,19,
838533347,12,
838533362,11,
838533370,14,
838533396,19,
838533420,17,
838533438,19,
838533453,18,
838533461,11,
838533503,10,
838533537,18,
838533586,15,
838533594,19,
838533628,15,
838533644,12,
838533651,17,
838533669,19,
838533677,12,
838533693,19,
838533701,10,
838533750,17,
838533768,19,
838533776,12,
838533800,10,
838533842,12,
838533859,16,
838533867,19,
838533875,12,
838533909,19,
838533933,19,
838533958,16,
838533966,19,
838533982,16,
838533990,19,
838534006,13,
838534089,19,
838534097,12,
838534113,17,
838534121,10,
838534139,12,
838534147,15,
838534154,11,
838534162,14,
838534170,17,
838534188,19,
838534204,14,
838534220,10,
838534246,15,
838534261,14,
838534287,19,
838534295,12,
838534303,14,
838534345,15,
838534386,19,
838534394,13,
838534402,14,
838534410,17,
838534428,19,
838534436,12,BOULANGERIE PASTEUR
838534485,19,
838534501,13,
838534519,15,
838534527,18,
838534543,15,
838534550,10,
838534576,15,
838534592,12,
